narrative_text,disaster_type,pension_intent
"I live in Jaipur city. flood waters washed away my belongings. Due to my condition, because of my age i cannot work.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. flood waters washed away my belongings. because of my age i cannot work.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. flood waters washed away my belongings. because of my age i cannot work.",Flood,OldAge
I am 60 years of age. flood waters washed away my belongings. I live in Jaipur city and because of my age i cannot work.,Flood,OldAge
"After the incident, I remain in Jaipur city. flood waters washed away my belongings. At 60, because of my age i cannot work.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. flood waters washed away my belongings. As a result, because of my age i cannot work.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, flood waters washed away my belongings. At 60, because of my age i cannot work.",Flood,OldAge
I am 60 years old and live in Jaipur city. flood waters washed away my belongings. i am too old to earn now.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. i am too old to earn now. flood waters washed away my belongings.",Flood,OldAge
Flood waters washed away my belongings in Jaipur city. I am 60 years old. i am too old to earn now.,Flood,OldAge
"I live in Jaipur city. flood waters washed away my belongings. Due to my condition, i am too old to earn now.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. flood waters washed away my belongings. i am too old to earn now.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. flood waters washed away my belongings. i am too old to earn now.",Flood,OldAge
I am 60 years of age. flood waters washed away my belongings. I live in Jaipur city and i am too old to earn now.,Flood,OldAge
"After the incident, I remain in Jaipur city. flood waters washed away my belongings. At 60, i am too old to earn now.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. flood waters washed away my belongings. As a result, i am too old to earn now.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, flood waters washed away my belongings. At 60, i am too old to earn now.",Flood,OldAge
I am 60 years old and live in Jaipur city. flood waters washed away my belongings. i am elderly and dependent on support.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. i am elderly and dependent on support. flood waters washed away my belongings.",Flood,OldAge
Flood waters washed away my belongings in Jaipur city. I am 60 years old. i am elderly and dependent on support.,Flood,OldAge
"I live in Jaipur city. flood waters washed away my belongings. Due to my condition, i am elderly and dependent on support.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. flood waters washed away my belongings. i am elderly and dependent on support.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. flood waters washed away my belongings. i am elderly and dependent on support.",Flood,OldAge
I am 60 years of age. flood waters washed away my belongings. I live in Jaipur city and i am elderly and dependent on support.,Flood,OldAge
"After the incident, I remain in Jaipur city. flood waters washed away my belongings. At 60, i am elderly and dependent on support.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. flood waters washed away my belongings. As a result, i am elderly and dependent on support.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, flood waters washed away my belongings. At 60, i am elderly and dependent on support.",Flood,OldAge
I am 60 years old and live in Jaipur city. flood waters washed away my belongings. my age does not allow me to do physical work.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. my age does not allow me to do physical work. flood waters washed away my belongings.",Flood,OldAge
Flood waters washed away my belongings in Jaipur city. I am 60 years old. my age does not allow me to do physical work.,Flood,OldAge
"I live in Jaipur city. flood waters washed away my belongings. Due to my condition, my age does not allow me to do physical work.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. flood waters washed away my belongings. my age does not allow me to do physical work.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. flood waters washed away my belongings. my age does not allow me to do physical work.",Flood,OldAge
I am 60 years of age. flood waters washed away my belongings. I live in Jaipur city and my age does not allow me to do physical work.,Flood,OldAge
"After the incident, I remain in Jaipur city. flood waters washed away my belongings. At 60, my age does not allow me to do physical work.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. flood waters washed away my belongings. As a result, my age does not allow me to do physical work.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, flood waters washed away my belongings. At 60, my age does not allow me to do physical work.",Flood,OldAge
I am 60 years old and live in Jaipur city. flood waters washed away my belongings. i have no strength to work at this age.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. i have no strength to work at this age. flood waters washed away my belongings.",Flood,OldAge
Flood waters washed away my belongings in Jaipur city. I am 60 years old. i have no strength to work at this age.,Flood,OldAge
"I live in Jaipur city. flood waters washed away my belongings. Due to my condition, i have no strength to work at this age.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. flood waters washed away my belongings. i have no strength to work at this age.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. flood waters washed away my belongings. i have no strength to work at this age.",Flood,OldAge
I am 60 years of age. flood waters washed away my belongings. I live in Jaipur city and i have no strength to work at this age.,Flood,OldAge
"After the incident, I remain in Jaipur city. flood waters washed away my belongings. At 60, i have no strength to work at this age.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. flood waters washed away my belongings. As a result, i have no strength to work at this age.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, flood waters washed away my belongings. At 60, i have no strength to work at this age.",Flood,OldAge
I am 60 years old and live in Jaipur city. flood waters washed away my belongings. due to old age i am unemployed.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. due to old age i am unemployed. flood waters washed away my belongings.",Flood,OldAge
Flood waters washed away my belongings in Jaipur city. I am 60 years old. due to old age i am unemployed.,Flood,OldAge
"I live in Jaipur city. flood waters washed away my belongings. Due to my condition, due to old age i am unemployed.",Flood,OldAge
"At the age of 60, I stay in Jaipur city. flood waters washed away my belongings. due to old age i am unemployed.",Flood,OldAge
"Currently residing in Jaipur city, I am 60 years old. flood waters washed away my belongings. due to old age i am unemployed.",Flood,OldAge
I am 60 years of age. flood waters washed away my belongings. I live in Jaipur city and due to old age i am unemployed.,Flood,OldAge
"After the incident, I remain in Jaipur city. flood waters washed away my belongings. At 60, due to old age i am unemployed.",Flood,OldAge
"My age is 60 and I stay in Jaipur city. flood waters washed away my belongings. As a result, due to old age i am unemployed.",Flood,OldAge
"I reside in Jaipur city. Following the disaster, flood waters washed away my belongings. At 60, due to old age i am unemployed.",Flood,OldAge
I am 60 years old and live in Jaipur city. flood waters washed away my belongings. my advanced age prevents me from earning.,Flood,OldAge
"Living in Jaipur city, I am 60 years old. my advanced age prevents me from earning. flood waters washed away my belongings.",Flood,OldAge
Flood waters washed away my belongings in Jaipur city. I am 60 years old. my advanced age prevents me from earning.,Flood,OldAge
